Name,file size (bytes),#lospn ops
cwebkb_100_200_1_10_10_10_1.0_True_spn_0,4425128,172442
bbc_100_200_2_10_8_8_1.0_True_spn_0,4630312,204417
cr52_100_200_1_10_10_10_1.0_True_spn_0,4685320,182492
pumsb_star_100_200_1_25_20_10_1.0_True_spn_0,4792816,202132
c20ng_100_200_1_10_10_10_1.0_True_spn_0,4795000,186713
ad_100_200_3_10_6_5_1.0_True_spn_0,5096824,219535
msweb_100_200_2_15_15_15_1.0_True_spn_0,5152048,454973
dna_100_200_1_25_20_10_1.0_True_spn_0,5232880,219158
kosarek_100_200_1_25_20_10_1.0_True_spn_0,5496920,229172
bbc_100_200_1_10_10_10_1.0_True_spn_0,5565192,216461
tmovie_100_200_3_16_10_10_1.0_True_spn_0,5863280,461975
book_100_200_3_16_10_10_1.0_True_spn_0,5863280,461992
cwebkb_100_200_4_10_10_8_1.0_True_spn_0,6108648,464205
cr52_100_200_4_10_10_8_1.0_True_spn_0,6368840,474271
c20ng_100_200_4_10_10_8_1.0_True_spn_0,6480936,478469
ad_100_200_2_10_8_8_1.0_True_spn_0,6704624,284596
bbc_100_200_4_10_10_8_1.0_True_spn_0,7246312,508262
nltcs_100_200_1_50_45_10_1.0_True_spn_0,7281224,469542
msnbc_100_200_1_50_45_10_1.0_True_spn_0,7407232,474031
book_100_200_2_15_15_15_1.0_True_spn_0,7564864,547887
tmovie_100_200_2_15_15_15_1.0_True_spn_0,7564864,547850
ad_100_200_1_10_10_10_1.0_True_spn_0,8155984,316559
msweb_100_200_1_25_20_10_1.0_True_spn_0,8201336,333267
cwebkb_100_200_3_16_10_10_1.0_True_spn_0,8687040,570798
mnist_200_100_2_12_15_15_1.0_True_spn_0,8708816,538255
fashion_mnist_200_100_2_12_15_15_1.0_True_spn_0,8708816,540838
fashion_mnist_200_100_1_14_15_10_1.0_True_spn_0,8741816,341914
mnist_200_100_1_14_15_10_1.0_True_spn_0,8741816,338597
cr52_100_200_3_16_10_10_1.0_True_spn_0,9103248,586791
c20ng_100_200_3_16_10_10_1.0_True_spn_0,9274840,593591
fashion_mnist_200_100_3_12_14_12_1.0_True_spn_0,9386720,744582
mnist_200_100_3_12_14_12_1.0_True_spn_0,9386720,742390
ad_100_200_4_10_10_8_1.0_True_spn_0,9841904,608344
mnist_200_100_4_10_15_10_1.0_True_spn_0,10156096,977567
fashion_mnist_200_100_4_10_15_10_1.0_True_spn_0,10156096,979674
bbc_100_200_3_16_10_10_1.0_True_spn_0,10506792,641092
cwebkb_100_200_2_15_15_15_1.0_True_spn_0,11529832,700764
cr52_100_200_2_15_15_15_1.0_True_spn_0,12115032,723343
c20ng_100_200_2_15_15_15_1.0_True_spn_0,12361712,732751
kdd_100_200_1_50_45_10_1.0_True_spn_0,12897416,685596
plants_100_200_1_50_45_10_1.0_True_spn_0,13491440,708160
tmovie_100_200_1_25_20_10_1.0_True_spn_0,13554160,539471
book_100_200_1_25_20_10_1.0_True_spn_0,13554160,539473
bbc_100_200_2_15_15_15_1.0_True_spn_0,14093904,799538
ad_100_200_3_16_10_10_1.0_True_spn_0,14653440,800937
mnist_200_100_1_19_20_10_1.0_True_spn_0,15914664,621892
fashion_mnist_200_100_1_19_20_10_1.0_True_spn_0,15914664,625711
bnetflix_100_200_1_50_45_10_1.0_True_spn_0,17109568,847656
jester_100_200_1_50_45_10_1.0_True_spn_0,17109568,847618
baudio_100_200_1_50_45_10_1.0_True_spn_0,17109568,847728
accidents_100_200_1_50_45_10_1.0_True_spn_0,18405608,897107
mnist_200_100_2_19_20_18_1.0_True_spn_0,19782448,1451303
fashion_mnist_200_100_2_19_20_18_1.0_True_spn_0,19782448,1453637
ad_100_200_2_15_15_15_1.0_True_spn_0,19924288,1024127
tretail_100_200_1_50_45_10_1.0_True_spn_0,21213704,1005124
fashion_mnist_200_100_3_15_20_18_1.0_True_spn_0,21260352,2337462
mnist_200_100_3_15_20_18_1.0_True_spn_0,21260352,2334641
cwebkb_100_200_1_25_20_10_1.0_True_spn_0,22371520,878803
cr52_100_200_1_25_20_10_1.0_True_spn_0,23671720,928859
c20ng_100_200_1_25_20_10_1.0_True_spn_0,24219800,949881
pumsb_star_100_200_1_50_45_10_1.0_True_spn_0,24489816,1131132
fashion_mnist_200_100_4_14_20_14_1.0_True_spn_0,24574984,3069448
mnist_200_100_4_14_20_14_1.0_True_spn_0,24574984,3063708
dna_100_200_1_50_45_10_1.0_True_spn_0,26469880,1207630
kosarek_100_200_1_50_45_10_1.0_True_spn_0,27657920,1252575
bbc_100_200_1_25_20_10_1.0_True_spn_0,28068392,1098038
fashion_mnist_200_100_1_29_25_10_1.0_True_spn_0,30549000,1207782
mnist_200_100_1_29_25_10_1.0_True_spn_0,30549000,1204047
msweb_100_200_1_50_45_10_1.0_True_spn_0,39826344,1720931
ad_100_200_1_25_20_10_1.0_True_spn_0,41014392,1596519
fashion_mnist_200_100_2_30_25_25_1.0_True_spn_0,44466296,4082925
mnist_200_100_2_30_25_25_1.0_True_spn_0,44466296,4079376
mnist_200_100_1_40_33_10_1.0_True_spn_0,56166656,2235731
fashion_mnist_200_100_1_40_33_10_1.0_True_spn_0,56166656,2240642
mnist_200_100_3_30_25_20_1.0_True_spn_0,59268912,7188274
fashion_mnist_200_100_3_30_25_20_1.0_True_spn_0,59268912,7191757
tmovie_100_200_1_50_45_10_1.0_True_spn_0,63911160,2648047
book_100_200_1_50_45_10_1.0_True_spn_0,63911160,2647922
mnist_200_100_4_28_20_20_1.0_True_spn_0,67955944,-1
fashion_mnist_200_100_4_28_20_20_1.0_True_spn_0,67955944,-1
cwebkb_100_200_1_50_45_10_1.0_True_spn_0,103584520,-1
cr52_100_200_1_50_45_10_1.0_True_spn_0,109434720,-1
c20ng_100_200_1_50_45_10_1.0_True_spn_0,111900800,-1
fashion_mnist_200_100_2_40_37_35_1.0_True_spn_0,113579784,-1
mnist_200_100_2_40_37_35_1.0_True_spn_0,113579784,-1
bbc_100_200_1_50_45_10_1.0_True_spn_0,129217392,-1
fashion_mnist_200_100_3_40_35_30_1.0_True_spn_0,166816112,-1
mnist_200_100_3_40_35_30_1.0_True_spn_0,166816112,-1
ad_100_200_1_50_45_10_1.0_True_spn_0,187467384,-1
fashion_mnist_200_100_4_40_30_26_1.0_True_spn_0,210089096,-1
mnist_200_100_4_40_30_26_1.0_True_spn_0,210089096,-1
